log_dark_saturation_current,ln_r_sheet,r_int,ln_rho_par,V1,V2
-9.99977125036531,4.786611828151154,2.88e-05,3.912023005428146,0.5441702200470258,0.6360162246721079
-8.819,-8.12311045407681,2.88e-05,3.912023005428146,0.5441702200470258,0.6360162246721079
-9.99977125036531,2.302585092994046,1e-05,7.463946656604478,0.5441702200470258,0.6360162246721079
-9.99977125036531,2.302585092994046,1e-05,13.916130680326466,0.5441702200470258,0.6360162246721079
-9.99977125036531,2.302585092994046,1e-05,10.727761558808648,0.5441702200470258,0.6360162246721079
-8.732703530147448,4.620159773549522,2.88e-05,3.912023005428146,0.5477132064326675,0.60103759746797
-8.819,-6.524044500191764,2.88e-05,3.912023005428146,0.5477132064326675,0.60103759746797
-8.732703530147448,2.302585092994046,1e-05,7.349988036684036,0.5477132064326675,0.60103759746797
-8.732703530147448,2.302585092994046,1e-05,13.356624009408826,0.5477132064326675,0.60103759746797
-8.732703530147448,2.302585092994046,1e-05,8.788828987089316,0.5477132064326675,0.60103759746797
-9.07356294700331,4.029315191831521,2.88e-05,3.912023005428146,0.5418026968887677,0.6009737620743812
-8.819,-6.974865972023298,2.88e-05,3.912023005428146,0.5418026968887677,0.6009737620743812
-9.07356294700331,2.302585092994046,1e-05,9.435818562701547,0.5418026968887677,0.6009737620743812
-9.07356294700331,2.302585092994046,1e-05,9.768834227197454,0.5418026968887677,0.6009737620743812
-9.07356294700331,2.302585092994046,1e-05,10.173412539872023,0.5418026968887677,0.6009737620743812
-9.07356294700331,2.302585092994046,1e-05,12.291754183903878,0.5418026968887677,0.6009737620743812
-9.473369969629731,4.495312890086734,2.88e-05,3.912023005428146,0.5415416284237967,0.6370024848257703
-8.819,-7.596328264481545,2.88e-05,3.912023005428146,0.5415416284237967,0.6370024848257703
-9.473369969629731,2.302585092994046,1e-05,13.064674266778614,0.5415416284237967,0.6370024848257703
-9.473369969629731,2.302585092994046,1e-05,13.14105942697901,0.5415416284237967,0.6370024848257703
-9.473369969629731,2.302585092994046,1e-05,10.247986592479979,0.5415416284237967,0.6370024848257703
-8.351442934677262,3.3913787609631005,2.88e-05,3.912023005428146,0.5477770241057383,0.6118770610017457
-8.819,-5.7169319352662855,2.88e-05,3.912023005428146,0.5477770241057383,0.6118770610017457
-8.351442934677262,2.302585092994046,1e-05,9.99116495753841,0.5477770241057383,0.6118770610017457
-8.351442934677262,2.302585092994046,1e-05,8.50324532970439,0.5477770241057383,0.6118770610017457
-8.351442934677262,2.302585092994046,1e-05,9.286370558102853,0.5477770241057383,0.6118770610017457
-8.351442934677262,2.302585092994046,1e-05,7.424364149683166,0.5477770241057383,0.6118770610017457
-8.259144628550375,3.7858008762057054,2.88e-05,3.912023005428146,0.545139433437727,0.6386582526039648
-8.819,-4.800412181457677,2.88e-05,3.912023005428146,0.545139433437727,0.6386582526039648
-8.259144628550375,2.302585092994046,1e-05,11.521512409442556,0.545139433437727,0.6386582526039648
-8.259144628550375,2.302585092994046,1e-05,9.42087680795056,0.545139433437727,0.6386582526039648
-9.891273571387137,4.605643024394609,2.88e-05,3.912023005428146,0.5484881769726858,0.6089447962460499
-8.819,-4.942992464966374,2.88e-05,3.912023005428146,0.5484881769726858,0.6089447962460499
-9.891273571387137,2.302585092994046,1e-05,12.898960725567193,0.5484881769726858,0.6089447962460499
-9.891273571387137,2.302585092994046,1e-05,14.3742413323742,0.5484881769726858,0.6089447962460499
-9.891273571387137,2.302585092994046,1e-05,14.208895319549594,0.5484881769726858,0.6089447962460499
-9.891273571387137,2.302585092994046,1e-05,10.525317870032936,0.5484881769726858,0.6089447962460499
-8.898597086837638,3.231255007577521,2.88e-05,3.912023005428146,0.5422329107915355,0.6261581670700338
-8.819,-5.966163120959742,2.88e-05,3.912023005428146,0.5422329107915355,0.6261581670700338
-8.898597086837638,2.302585092994046,1e-05,9.294272258795864,0.5422329107915355,0.6261581670700338
-8.898597086837638,2.302585092994046,1e-05,10.794587093018835,0.5422329107915355,0.6261581670700338
-8.898597086837638,2.302585092994046,1e-05,12.720759246236758,0.5422329107915355,0.6261581670700338
-8.898597086837638,2.302585092994046,1e-05,13.234510195930017,0.5422329107915355,0.6261581670700338
-9.616958426105011,4.592594910381855,2.88e-05,3.912023005428146,0.5429466500268711,0.6265293377802648
-8.819,-7.321192489124849,2.88e-05,3.912023005428146,0.5429466500268711,0.6265293377802648
-8.242797058156896,4.641942110556473,2.88e-05,3.912023005428146,0.546503742417396,0.6252726686867421
-8.819,-5.755835111772978,2.88e-05,3.912023005428146,0.546503742417396,0.6252726686867421
-8.242797058156896,2.302585092994046,1e-05,12.513323324118792,0.546503742417396,0.6252726686867421
-8.242797058156896,2.302585092994046,1e-05,12.515835805418064,0.546503742417396,0.6252726686867421
-9.506124053667346,3.647185808389318,2.88e-05,3.912023005428146,0.5409753360174946,0.6380624858337428
-8.819,-6.098936938162181,2.88e-05,3.912023005428146,0.5409753360174946,0.6380624858337428
-9.506124053667346,2.302585092994046,1e-05,10.70770613126507,0.5409753360174946,0.6380624858337428
-9.506124053667346,2.302585092994046,1e-05,9.619022774491706,0.5409753360174946,0.6380624858337428
-9.506124053667346,2.302585092994046,1e-05,12.148711419332596,0.5409753360174946,0.6380624858337428
-9.506124053667346,2.302585092994046,1e-05,13.647397378959674,0.5409753360174946,0.6380624858337428
-8.90067504424258,4.148239147216009,2.88e-05,3.912023005428146,0.54435994902142,0.6012963115913945
-8.819,-7.734215528267059,2.88e-05,3.912023005428146,0.54435994902142,0.6012963115913945
-8.90067504424258,2.302585092994046,1e-05,7.7759387588856255,0.54435994902142,0.6012963115913945
-8.90067504424258,2.302585092994046,1e-05,12.558406290661113,0.54435994902142,0.6012963115913945
-8.216938541050585,4.3613618170104465,2.88e-05,3.912023005428146,0.5458813080107728,0.644885686395471
-8.819,-6.261394165021551,2.88e-05,3.912023005428146,0.5458813080107728,0.644885686395471
-8.216938541050585,2.302585092994046,1e-05,10.942882925992393,0.5458813080107728,0.644885686395471
-8.55806730633754,4.742109783355949,2.88e-05,3.912023005428146,0.5404872488080913,0.6144554829894908
-8.819,-5.9974375378671985,2.88e-05,3.912023005428146,0.5404872488080913,0.6144554829894908
-9.15892392937125,3.361339189801673,2.88e-05,3.912023005428146,0.5420846053735885,0.6240840530881683
-8.819,-7.649814163498325,2.88e-05,3.912023005428146,0.5420846053735885,0.6240840530881683
-9.15892392937125,2.302585092994046,1e-05,10.743211363427971,0.5420846053735885,0.6240840530881683
-9.15892392937125,2.302585092994046,1e-05,8.266368483260976,0.5420846053735885,0.6240840530881683
-9.15892392937125,2.302585092994046,1e-05,12.96803495817378,0.5420846053735885,0.6240840530881683
-8.469080481206186,4.0709139514891834,2.88e-05,3.912023005428146,0.5451729788384659,0.6473481301907407
-8.819,-8.36301142126986,2.88e-05,3.912023005428146,0.5451729788384659,0.6473481301907407
-8.469080481206186,2.302585092994046,1e-05,8.046010225523887,0.5451729788384659,0.6473481301907407
-8.469080481206186,2.302585092994046,1e-05,12.219147034456801,0.5451729788384659,0.6473481301907407
-8.469080481206186,2.302585092994046,1e-05,13.495849372606116,0.5451729788384659,0.6473481301907407
-8.469080481206186,2.302585092994046,1e-05,9.517794067087541,0.5451729788384659,0.6473481301907407
-8.000265414752242,4.772669260526784,2.88e-05,3.912023005428146,0.5496001730333593,0.6349756024974789
-8.819,-6.8662181936285105,2.88e-05,3.912023005428146,0.5496001730333593,0.6349756024974789
-8.000265414752242,2.302585092994046,1e-05,8.235122456542193,0.5496001730333593,0.6349756024974789
-9.442322118597861,3.279706958374069,2.88e-05,3.912023005428146,0.5487012413662722,0.629113846433628
-8.819,-8.01677957051465,2.88e-05,3.912023005428146,0.5487012413662722,0.629113846433628
-9.442322118597861,2.302585092994046,1e-05,10.09449450909311,0.5487012413662722,0.629113846433628
-9.442322118597861,2.302585092994046,1e-05,13.105455545017657,0.5487012413662722,0.629113846433628
-9.442322118597861,2.302585092994046,1e-05,8.197287515186432,0.5487012413662722,0.629113846433628
-9.442322118597861,2.302585092994046,1e-05,11.715099875344025,0.5487012413662722,0.629113846433628
-8.463404676924053,3.041060471039054,2.88e-05,3.912023005428146,0.5430793495262497,0.6259695739652651
-8.819,-8.710683603058357,2.88e-05,3.912023005428146,0.5430793495262497,0.6259695739652651
-8.463404676924053,2.302585092994046,1e-05,14.008038204015346,0.5430793495262497,0.6259695739652651
-8.463404676924053,2.302585092994046,1e-05,7.347956846489569,0.5430793495262497,0.6259695739652651
-8.463404676924053,2.302585092994046,1e-05,12.693083492254413,0.5430793495262497,0.6259695739652651
-8.529205419600641,3.954543748564571,2.88e-05,3.912023005428146,0.544257214105189,0.6407291870247276
-8.819,-4.699775891155936,2.88e-05,3.912023005428146,0.544257214105189,0.6407291870247276
-9.750065815981518,3.9829936376991357,2.88e-05,3.912023005428146,0.5472901374228912,0.628061980116382
-8.819,-7.765324038452194,2.88e-05,3.912023005428146,0.5472901374228912,0.628061980116382
-9.750065815981518,2.302585092994046,1e-05,10.613715018169943,0.5472901374228912,0.628061980116382
