,ideality_factor,rho_par,jsc_list,V1,V1_0,V2,V2_0,dark_saturation_current_0,r_int_0,n_shunts,r_sheet_0,r_sheet_1,rho_par_0,rho_par_1,dark_saturation_current_2,r_sheet_2,r_int_2,rho_par_2,dark_saturation_current_1,r_int_1,edge_size,shift,finger_distance,x,y,finger_width,border,shunt_length,shunt_width,r_sheet_th_0,r_sheet_th_1,r_sheet_th_2,heat_transfer_top,heat_transfer_bottom,index,dark_saturation_current_3,r_sheet_3,r_int_3,rho_par_3
0,1,100,0.0,0.5430096445585592,0.54,0.6123530915980907,0.638,7.123120153326673e-09,2.88e-05,2,93.88926949471566,0.00043459845209104344,50,50,7.123120153326673e-09,10,1e-05,16201.721600510886,1.5170503674593336e-09,2.88e-05,0.01,0.056,0.172,2,1.8,0.005,0.4,0.1,0.001,100,100,100,8,8,49,7.123120153326673e-09,10,1e-05,236923.64066370024
