,ideality_factor,rho_par,jsc_list,V1,V1_0,V2,V2_0,dark_saturation_current_0,r_int_0,n_shunts,r_sheet_0,r_sheet_1,rho_par_0,rho_par_1,dark_saturation_current_2,r_sheet_2,r_int_2,rho_par_2,dark_saturation_current_1,r_int_1,edge_size,shift,finger_distance,x,y,finger_width,border,shunt_length,shunt_width,r_sheet_th_0,r_sheet_th_1,r_sheet_th_2,heat_transfer_top,heat_transfer_bottom,index,dark_saturation_current_3,r_sheet_3,r_int_3,rho_par_3,dark_saturation_current_4,r_sheet_4,r_int_4,rho_par_4,dark_saturation_current_5,r_sheet_5,r_int_5,rho_par_5
0,1,100,0.0,0.5403856168088141,0.54,0.6390050230262337,0.638,1.5325247981435011e-10,2.88e-05,4,59.253913995087096,0.00015961171118316085,50,50,1.5325247981435011e-10,10,1e-05,4637.088575524242,1.5170503674593336e-09,2.88e-05,0.01,0.056,0.172,2,1.8,0.005,0.4,0.1,0.001,100,100,100,8,8,34,1.5325247981435011e-10,10,1e-05,35043.42983736658,1.5325247981435011e-10,10,1e-05,29741.746220602687,1.5325247981435011e-10,10,1e-05,1199483.894814622
