,ideality_factor,rho_par,jsc_list,V1,V1_0,V2,V2_0,dark_saturation_current_0,r_int_0,n_shunts,r_sheet_0,r_sheet_1,rho_par_0,rho_par_1,dark_saturation_current_2,r_sheet_2,r_int_2,rho_par_2,dark_saturation_current_1,r_int_1,edge_size,shift,finger_distance,x,y,finger_width,border,shunt_length,shunt_width,r_sheet_th_0,r_sheet_th_1,r_sheet_th_2,heat_transfer_top,heat_transfer_bottom,index,dark_saturation_current_3,r_sheet_3,r_int_3,rho_par_3,dark_saturation_current_4,r_sheet_4,r_int_4,rho_par_4,dark_saturation_current_5,r_sheet_5,r_int_5,rho_par_5
0,1,100,0.0,0.5420100359611798,0.54,0.6164510233246091,0.638,3.917413155130864e-10,2.88e-05,4,60.421480013240135,0.0011960236981602564,50,50,3.917413155130864e-10,10,1e-05,123417.74794910404,1.5170503674593336e-09,2.88e-05,0.01,0.056,0.172,2,1.8,0.005,0.4,0.1,0.001,100,100,100,8,8,91,3.917413155130864e-10,10,1e-05,4304.874983635041,3.917413155130864e-10,10,1e-05,57186.34363095515,3.917413155130864e-10,10,1e-05,66506.53976757568
